"Sample_Name","Hill0","Hill1","Hill2","Substrate","Frequency","Substrate_Frequency","Replicate","Time","Run"
"7G_C_6",10,1.85365193560904,1.59762618301631,"Glucose",7,"7G","C",6,"run2"
"7G_C_7",9,1.95527365089599,1.72935709687724,"Glucose",7,"7G","C",7,"run2"
"7G_D_2",6,2.19469945637739,2.06361513974008,"Glucose",7,"7G","D",2,"run1"
"7G_D_3",14,1.82491183731245,1.53641418738804,"Glucose",7,"7G","D",3,"run2"
"7G_D_4",15,2.02587079733035,1.69807880510393,"Glucose",7,"7G","D",4,"run2"
"7G_D_5",10,1.63239615940148,1.36640297173675,"Glucose",7,"7G","D",5,"run2"
"7G_D_6",10,1.66462213707778,1.39405156318194,"Glucose",7,"7G","D",6,"run2"
"7G_D_7",11,2.08161965375458,1.82106210187876,"Glucose",7,"7G","D",7,"run2"
"7G_E_1",3,2.05683688212283,2.01411210366006,"Glucose",7,"7G","E",1,"run1"
"7G_E_2",4,1.80903461314161,1.61945051293997,"Glucose",7,"7G","E",2,"run1"
"7G_E_3",11,1.64854875618886,1.39423470720204,"Glucose",7,"7G","E",3,"run2"
"7G_E_4",12,1.85435084549883,1.58310734573291,"Glucose",7,"7G","E",4,"run2"
"7G_E_5",12,1.78904082070678,1.52343152649765,"Glucose",7,"7G","E",5,"run2"
"7G_E_6",9,2.03333151469327,1.77400750954736,"Glucose",7,"7G","E",6,"run2"
"7G_E_7",10,1.93792825523449,1.70712228467664,"Glucose",7,"7G","E",7,"run2"
