Sample_Name
1C_A_1
1C_B_1
1C_C_1
1C_D_1
1C_E_1
2C_C_1
2C_D_1
2C_E_1
5C_A_1
5C_C_1
5C_D_1
5C_E_1
7C_A_1
7C_B_1
7C_C_1
7C_D_1
7C_E_1
3C_A_1
3C_B_1
3C_C_1
3C_D_1
1C_A_2
1C_B_2
1C_C_2
1C_D_2
1C_E_2
2C_A_2
2C_B_2
2C_D_2
2C_E_2
5C_A_2
5C_B_2
5C_C_2
5C_D_2
5C_E_2
7C_A_2
3C_A_2
3C_B_2
3C_C_2
3C_D_2
3C_E_2
7C_B_2
7C_C_2
7C_D_2
7C_E_2
1C_D_3
1C_E_3
2C_B_3
2C_C_3
2C_D_3
5C_A_3
5C_B_3
5C_C_3
5C_D_3
5C_E_3
2C_E_3
3C_A_3
3C_B_3
3C_C_3
3C_D_3
3C_E_3
7C_A_3
7C_B_3
7C_C_3
7C_D_3
7C_E_3
1C_B_4
1C_C_4
1C_D_4
1C_E_4
5C_A_4
5C_B_4
5C_C_4
5C_D_4
5C_E_4
2C_A_4
2C_B_4
2C_C_4
2C_D_4
3C_A_4
3C_B_4
3C_C_4
3C_D_4
3C_E_4
7C_A_4
7C_B_4
7C_C_4
7C_D_4
1C_A_5
1C_B_5
1C_D_5
1C_E_5
5C_A_5
5C_B_5
5C_C_5
5C_D_5
5C_E_5
2C_A_5
2C_B_5
2C_C_5
2C_D_5
2C_E_5
3C_A_5
3C_B_5
3C_C_5
3C_D_5
3C_E_5
7C_A_5
7C_B_5
7C_C_5
7C_D_5
7C_E_5
1C_A_6
1C_C_6
1C_D_6
1C_E_6
3C_E_6
5C_A_6
5C_B_6
5C_C_6
5C_D_6
5C_E_6
2C_A_6
2C_B_6
2C_C_6
2C_D_6
2C_E_6
3C_A_6
3C_B_6
3C_C_6
3C_D_6
7C_A_6
7C_B_6
7C_C_6
7C_D_6
7C_E_6
1C_A_7
1C_B_7
1C_C_7
3C_A_7
3C_B_7
3C_C_7
3C_D_7
3C_E_7
5C_A_7
5C_B_7
5C_C_7
5C_D_7
5C_E_7
2C_A_7
2C_D_7
2C_E_7
7C_A_7
7C_B_7
7C_C_7
7C_D_7
7C_E_7
1G_D_1
1G_E_1
2G_A_1
2G_B_1
5G_A_1
5G_B_1
5G_C_1
5G_D_1
5G_E_1
7G_A_1
7G_B_1
7G_E_1
3G_A_1
3G_B_1
3G_D_1
3G_E_1
1G_A_2
1G_B_2
1G_D_2
1G_E_2
2G_A_2
5G_A_2
5G_B_2
5G_C_2
5G_D_2
5G_E_2
7G_A_2
7G_B_2
7G_C_2
7G_D_2
7G_E_2
2G_C_2
2G_D_2
2G_E_2
3G_A_2
3G_C_2
3G_D_2
3G_E_2
2G_E_3
5G_A_3
5G_B_3
5G_C_3
5G_D_3
5G_E_3
2G_A_3
2G_B_3
2G_C_3
2G_D_3
3G_A_3
3G_B_3
3G_C_3
3G_D_3
3G_E_3
7G_A_3
7G_B_3
7G_C_3
7G_D_3
7G_E_3
1G_A_4
1G_B_4
1G_C_4
1G_D_4
1G_E_4
5G_A_4
5G_B_4
5G_C_4
5G_D_4
5G_E_4
2G_A_4
2G_B_4
2G_C_4
2G_D_4
2G_E_4
3G_A_4
3G_B_4
3G_C_4
3G_D_4
3G_E_4
7G_A_4
7G_B_4
7G_C_4
7G_D_4
7G_E_4
1G_A_5
1G_B_5
1G_C_5
1G_E_5
5G_A_5
5G_B_5
5G_C_5
5G_D_5
5G_E_5
2G_D_5
2G_E_5
3G_A_5
3G_B_5
3G_C_5
3G_D_5
3G_E_5
7G_A_5
7G_B_5
7G_C_5
7G_D_5
7G_E_5
1G_A_6
1G_B_6
1G_D_6
1G_E_6
5G_A_6
5G_B_6
5G_C_6
5G_D_6
5G_E_6
2G_A_6
2G_B_6
2G_C_6
2G_D_6
2G_E_6
3G_A_6
3G_B_6
3G_C_6
3G_D_6
3G_E_6
7G_A_6
7G_B_6
7G_C_6
7G_D_6
7G_E_6
1G_B_7
1G_C_7
1G_D_7
3G_B_7
3G_C_7
3G_D_7
5G_A_7
5G_B_7
5G_C_7
5G_D_7
5G_E_7
2G_A_7
2G_B_7
2G_C_7
2G_D_7
2G_E_7
3G_A_7
7G_A_7
7G_B_7
7G_C_7
7G_D_7
7G_E_7
