"Sample_Name","Substrate","Frequency","Substrate_Frequency","Replicate","Time","Run","Richness","Shannon","InverseSimpson","Pielou","Count"
"3G_D_2","Glucose","3","3G","D",2,"run2",4.79583152331272,0.725327399880696,1.7260228470733,0.0898003131893187,23
"3G_D_3","Glucose","3","3G","D",3,"run2",4.58257569495584,0.772131264419611,1.91960033753947,0.103065437875384,21
"3G_D_4","Glucose","3","3G","D",4,"run2",4.79583152331272,0.704248546872137,1.52060150827984,0.0879272360987932,23
"3G_D_5","Glucose","3","3G","D",5,"run2",5,0.628410840818757,1.48176293810972,0.0749851650720895,25
"3G_D_6","Glucose","3","3G","D",6,"run2",4.58257569495584,0.712761447565545,1.67473499344496,0.0971245610092446,21
"3G_D_7","Glucose","3","3G","D",7,"run1",2.82842712474619,0.611007659478286,1.54440759104647,0.230285857700638,8
"3G_E_1","Glucose","3","3G","E",1,"run2",4.47213595499958,0.804064665358389,1.99085367322368,0.111730270859243,20
"3G_E_2","Glucose","3","3G","E",2,"run2",5.3851648071345,0.776284186872952,1.81869629421741,0.0749441849540284,29
"3G_E_3","Glucose","3","3G","E",3,"run2",4.69041575982343,0.8136174290763,2.00568464570713,0.10254792545312,22
"3G_E_4","Glucose","3","3G","E",4,"run2",5,0.707116036091907,1.48018065428647,0.0811253500698617,25
"3G_E_5","Glucose","3","3G","E",5,"run2",4.58257569495584,0.666189859769744,1.47200002475016,0.0927050271142364,21
"3G_E_6","Glucose","3","3G","E",6,"run2",5.29150262212918,0.763537516874405,1.73316470526493,0.0766376358471806,28
"5C_A_1","Cellulose","5","5C","A",1,"run1",3.74165738677394,1.35810552370112,2.63126653456838,0.277772788808115,14
"5C_A_2","Cellulose","5","5C","A",2,"run1",4,1.09991662479734,2.06960754905134,0.187744722589793,16
"5C_A_3","Cellulose","5","5C","A",3,"run1",3,0.90182354568762,1.93441519168305,0.273788044641422,9
"5C_A_4","Cellulose","5","5C","A",4,"run1",3.3166247903554,1.04180279080894,2.02391467873406,0.2576656455546,11
"5C_A_5","Cellulose","5","5C","A",5,"run1",3.46410161513775,1.17702969160423,2.31522461561713,0.270393504158658,12
"5C_A_6","Cellulose","5","5C","A",6,"run1",3,0.672009906914999,1.38100421351445,0.217574345075288,9
"5C_A_7","Cellulose","5","5C","A",7,"run1",3.74165738677394,1.76086778425095,4.20997874795015,0.415534537513775,14
"5C_B_2","Cellulose","5","5C","B",2,"run1",3.46410161513775,1.11344002662223,2.21101288284856,0.253734553555722,12
"5C_B_3","Cellulose","5","5C","B",3,"run1",3.60555127546399,1.2381194643637,2.5158005043967,0.26531701283915,13
"5C_B_4","Cellulose","5","5C","B",4,"run1",3.3166247903554,0.856286531859857,1.69295580500244,0.214036495038193,11
"5C_B_5","Cellulose","5","5C","B",5,"run1",3.46410161513775,1.14933742497648,2.26539614032263,0.263008421918964,12
"5C_B_6","Cellulose","5","5C","B",6,"run1",2.44948974278318,0.94383318672052,1.92075037944417,0.428302189412354,6
"5C_B_7","Cellulose","5","5C","B",7,"run1",3.3166247903554,1.68407691692989,3.7648608310208,0.489770504444259,11
"5C_C_1","Cellulose","5","5C","C",1,"run1",3.3166247903554,1.20050060482152,2.4010722408476,0.301979945942252,11
"5C_C_2","Cellulose","5","5C","C",2,"run1",3.60555127546399,1.117124613875,2.04573911834023,0.235081093982857,13
"5C_C_3","Cellulose","5","5C","C",3,"run1",3.87298334620742,1.26667349531591,2.35624139394113,0.236601803289628,15
"5C_C_4","Cellulose","5","5C","C",4,"run1",4.69041575982343,1.82239285714958,4.33169611869616,0.281211114041363,22
"5C_C_5","Cellulose","5","5C","C",5,"run1",4.12310562561766,1.63860707786291,3.55096749925065,0.302823162428943,17
"5C_C_6","Cellulose","5","5C","C",6,"run1",3.16227766016838,0.912768442659995,1.67833354993056,0.249120976692419,10
"5C_C_7","Cellulose","5","5C","C",7,"run1",3.60555127546399,1.96729967248426,5.24646872996134,0.550103033327673,13
"5C_D_1","Cellulose","5","5C","D",1,"run1",3,1.09695763056672,2.43005637067282,0.332782236696865,9
"5C_D_2","Cellulose","5","5C","D",2,"run1",4,1.31736574718417,2.8274714333041,0.233348327243685,16
"5C_D_3","Cellulose","5","5C","D",3,"run1",3.3166247903554,1.23507519203014,2.70807552871538,0.312603369916978,11
"5C_D_4","Cellulose","5","5C","D",4,"run1",3.74165738677394,0.852002375241097,1.57580056359975,0.167452599743013,14
"5C_D_5","Cellulose","5","5C","D",5,"run1",4,1.28191853637425,2.62917967128075,0.225221664572876,16
"5C_D_6","Cellulose","5","5C","D",6,"run1",2.64575131106459,0.706693542944892,1.45621869684403,0.289611008588731,7
"5C_D_7","Cellulose","5","5C","D",7,"run1",3.60555127546399,1.77044589099542,4.58391245575553,0.451805515825889,13
"5C_E_1","Cellulose","5","5C","E",1,"run1",3.46410161513775,1.36718310277175,2.78784350985479,0.327023401306744,12
"5C_E_2","Cellulose","5","5C","E",2,"run1",3.87298334620742,1.05456756778091,1.89826807486251,0.191382232519996,15
"5C_E_3","Cellulose","5","5C","E",3,"run1",3.60555127546399,1.13902892466786,2.23326586515384,0.240287193179365,13
"5C_E_4","Cellulose","5","5C","E",4,"run1",3.60555127546399,0.875061572159819,1.70340582088563,0.184540230957493,13
"5C_E_5","Cellulose","5","5C","E",5,"run1",3.87298334620742,1.50080258020504,3.1005018810477,0.299019161937577,15
"5C_E_6","Cellulose","5","5C","E",6,"run1",3.16227766016838,0.901770517553134,1.71881764235225,0.246396173901397,10
"5C_E_7","Cellulose","5","5C","E",7,"run1",3.74165738677394,1.75433911402705,3.78546068014761,0.412830486086402,14
"5G_A_1","Glucose","5","5G","A",1,"run1",2.44948974278318,0.643269240410746,1.72856953754599,0.317115179502877,6
"5G_A_2","Glucose","5","5G","A",2,"run1",2.64575131106459,0.775851549412164,2.04695700852079,0.310348754406358,7
"5G_A_3","Glucose","5","5G","A",3,"run1",2.23606797749979,0.625418460113913,1.70114195974512,0.373805581488885,5
"5G_A_4","Glucose","5","5G","A",4,"run1",2.23606797749979,0.689881468831618,1.78681590711837,0.398695845963289,5
"5G_A_5","Glucose","5","5G","A",5,"run1",2.23606797749979,0.664055624515617,1.77448407844859,0.388531011795621,5
"5G_A_6","Glucose","5","5G","A",6,"run1",2.44948974278318,0.717975990545156,1.83524706102919,0.341713203945626,6
"5G_A_7","Glucose","5","5G","A",7,"run1",2.23606797749979,0.646021303747816,1.69850446442052,0.381586923067479,5
"5G_B_1","Glucose","5","5G","B",1,"run1",2.23606797749979,0.663963672975881,1.80934951132562,0.388495287413332,5
"5G_B_2","Glucose","5","5G","B",2,"run1",2.44948974278318,0.732494263413887,2.00333679289811,0.346710477597691,6
"5G_B_3","Glucose","5","5G","B",3,"run1",2.23606797749979,0.630524559394281,1.68480297930531,0.375719151180347,5
"5G_B_4","Glucose","5","5G","B",4,"run1",2,0.653394569700136,1.76552647944735,0.480513578714413,4
"5G_B_5","Glucose","5","5G","B",5,"run1",2.44948974278318,0.68332737760003,1.78818959101436,0.330076084624551,6
"5G_B_6","Glucose","5","5G","B",6,"run1",2.23606797749979,0.644682131792632,1.68108493155139,0.381076254574423,5
"5G_B_7","Glucose","5","5G","B",7,"run1",2.64575131106459,0.71381024174324,1.81532737941412,0.291679434357107,7
"5G_C_1","Glucose","5","5G","C",1,"run1",2.44948974278318,0.698851523486557,1.8655283876513,0.335240214556999,6
"5G_C_2","Glucose","5","5G","C",2,"run1",2.23606797749979,0.726167233951843,2.01171379327683,0.413428506257253,5
"5G_C_3","Glucose","5","5G","C",3,"run1",2,0.591474147927588,1.62045448522521,0.451662430569969,4
"5G_C_4","Glucose","5","5G","C",4,"run1",2.23606797749979,0.624537547893556,1.66254110754216,0.373476436579285,5
"5G_C_5","Glucose","5","5G","C",5,"run1",2.44948974278318,0.625969105476038,1.66173806111413,0.311676227066604,6
"5G_C_6","Glucose","5","5G","C",6,"run1",2.82842712474619,0.628795693271376,1.57339434061576,0.234418840158029,8
"5G_C_7","Glucose","5","5G","C",7,"run1",2.23606797749979,0.659700633018052,1.75179532377846,0.38684264163003,5
"5G_D_1","Glucose","5","5G","D",1,"run1",2.23606797749979,0.659988352742808,1.79118593849004,0.386953959901867,5
"5G_D_2","Glucose","5","5G","D",2,"run1",2.64575131106459,0.77456887904778,2.04467378894824,0.309950934446937,7
"5G_D_3","Glucose","5","5G","D",3,"run1",2.23606797749979,0.543626780619956,1.52255318498888,0.344448348410571,5
"5G_D_4","Glucose","5","5G","D",4,"run1",2.23606797749979,0.613968965700005,1.65282061882794,0.369550104589001,5
"5G_D_5","Glucose","5","5G","D",5,"run1",2.23606797749979,0.620173021073939,1.66337836208657,0.371849940679766,5
"5G_D_6","Glucose","5","5G","D",6,"run1",2,0.621937794358264,1.6765550496329,0.465633438638705,4
"5G_D_7","Glucose","5","5G","D",7,"run1",2.23606797749979,0.661507796266479,1.72269546090095,0.387542361498492,5
"5G_E_1","Glucose","5","5G","E",1,"run1",2.64575131106459,0.618106951484486,1.62386010967423,0.265058904233298,7
"5G_E_2","Glucose","5","5G","E",2,"run1",2.44948974278318,0.726108939910361,1.98580552933934,0.344503672117667,6
