"Sample_Name","Substrate","Frequency","Substrate_Frequency","Replicate","Time","Run","MDS1","MDS2","MDS3"
"7C_C_3","Cellulose","7","7C","C",3,"run2",-1.22794836433313,-0.406979888676712,-0.517900629642471
"7C_C_4","Cellulose","7","7C","C",4,"run2",-1.27260212636829,-0.53247932450708,-0.297440146297329
"7C_C_5","Cellulose","7","7C","C",5,"run2",-1.23146769683395,-0.478906582835566,-0.425338735303819
"7C_C_6","Cellulose","7","7C","C",6,"run2",-1.32749146084728,-0.476408219340045,-0.137397141843841
"7C_C_7","Cellulose","7","7C","C",7,"run2",-1.03641116959466,-0.382969523250521,-0.56995265601194
"7C_D_2","Cellulose","7","7C","D",2,"run2",-1.2058652195574,-0.486741769874966,-0.487537785548766
"7C_D_3","Cellulose","7","7C","D",3,"run2",-1.16645619859905,-0.560747044335848,-0.507610711413031
"7C_D_4","Cellulose","7","7C","D",4,"run2",-1.27562688867866,-0.462111222374657,-0.259105149522994
"7C_D_5","Cellulose","7","7C","D",5,"run2",-1.17553243890237,-0.594465195516272,-0.588187419619068
"7C_D_6","Cellulose","7","7C","D",6,"run2",-1.25949635860318,-0.534110899647308,-0.306984035078065
"7C_D_7","Cellulose","7","7C","D",7,"run2",-1.05801652302934,-0.622112616887431,-0.753542086953473
"7C_E_2","Cellulose","7","7C","E",2,"run2",-1.23570820999072,-0.523108386202445,-0.261357467174567
"7C_E_3","Cellulose","7","7C","E",3,"run2",-1.26239808517617,-0.543546249702578,-0.258499004587584
"7C_E_5","Cellulose","7","7C","E",5,"run2",-1.26680707245873,-0.570536766898256,-0.325052293386538
"7C_E_6","Cellulose","7","7C","E",6,"run2",-1.31543813564137,-0.557670728323419,-0.274711318093311
"7C_E_7","Cellulose","7","7C","E",7,"run2",-1.2166637278843,-0.636560597101199,-0.621505280539535
"7G_A_3","Glucose","7","7G","A",3,"run2",1.02986741409302,-0.077490885071493,-0.282981990292412
"7G_A_4","Glucose","7","7G","A",4,"run2",1.02547533047141,-0.0613203354214374,-0.0789424300262096
"7G_A_5","Glucose","7","7G","A",5,"run2",1.03668944136927,-0.070439199008193,-0.297577355813103
"7G_A_6","Glucose","7","7G","A",6,"run2",1.04433275493724,-0.0786685671903209,-0.148969119363891
"7G_A_7","Glucose","7","7G","A",7,"run2",1.05012379724149,-0.0490894823150293,-0.0675334409692548
"7G_B_3","Glucose","7","7G","B",3,"run2",1.01105820778404,-0.0840871021616389,-0.226088106021637
"7G_B_4","Glucose","7","7G","B",4,"run2",1.01167232991805,-0.083501740459721,-0.20005521531632
"7G_B_5","Glucose","7","7G","B",5,"run2",1.03043649332587,-0.0811976681817457,-0.223839555724498
"7G_B_6","Glucose","7","7G","B",6,"run2",1.04192350094746,-0.0732807625565749,-0.159359849172077
"7G_B_7","Glucose","7","7G","B",7,"run2",1.0490780595724,-0.0657695785040586,-0.132111082911415
"7G_C_3","Glucose","7","7G","C",3,"run2",1.0325324351526,-0.0809127596170848,-0.243416376469981
"7G_C_4","Glucose","7","7G","C",4,"run2",1.03606065952765,-0.0837315608939554,-0.192868096675175
"7G_C_5","Glucose","7","7G","C",5,"run2",1.03236744578345,-0.0732176448622799,-0.105874517131442
"7G_C_6","Glucose","7","7G","C",6,"run2",1.04379826962244,-0.0789469820098659,-0.182066353894364
"7G_C_7","Glucose","7","7G","C",7,"run2",1.05301820932767,-0.0580731131437569,-0.0891502634162036
"7G_D_3","Glucose","7","7G","D",3,"run2",1.02573835091244,-0.0860674815943562,-0.229984115818639
"7G_D_4","Glucose","7","7G","D",4,"run2",1.01643348929695,-0.0693793898489647,-0.134106035582365
"7G_D_5","Glucose","7","7G","D",5,"run2",1.02010651340752,-0.0576073884928432,-0.348561161615689
"7G_D_6","Glucose","7","7G","D",6,"run2",1.03315519582179,-0.0584805586279045,-0.325023046443984
"7G_D_7","Glucose","7","7G","D",7,"run2",1.04278114740767,-0.0392195179634772,-0.0407304060559121
"7G_E_3","Glucose","7","7G","E",3,"run2",1.03292638865469,-0.0625310929240069,-0.321235868930992
"7G_E_4","Glucose","7","7G","E",4,"run2",1.03111385593789,-0.081249125463866,-0.192893044878412
"7G_E_5","Glucose","7","7G","E",5,"run2",1.03303693174053,-0.0811093059963048,-0.23419506283612
"7G_E_6","Glucose","7","7G","E",6,"run2",1.04630424121947,-0.0499633938419298,-0.0694374350194411
"7G_E_7","Glucose","7","7G","E",7,"run2",1.04599410763354,-0.0619193645139605,-0.10431871165197
