,Pseudomonas.1,Asticcacaulis,Cellvibrio,Pseudomonas.2,Cohnella,Lacunisphaera,Taibaiella,Achromobacter,Leadbetterella,Bordetella,Shinella,Xylophilus,Methylophilus,Stenotrophomonas,Pleomorphomonas
2G_E_7,0.614011495,0.000408411,0.000508024,0.342338304,0.003496399,0,0.015041489,0,9.96E-05,0.005727719,0.00015938,0,0,0.002898724,0
3C_A_1,0.003029244,0.104800186,0.679715717,0.053031186,0.099130063,0.001514622,0,0,0.012019884,0.001767059,0.009145986,0.014233562,0,0.001184512,0.000233019
3C_A_2,0.002994215,0.138524812,0.626559252,0.030744373,0.119169755,0.001242882,0,0,0.016213956,0.001638344,0.011366718,0.021343668,0,0.003084606,0.000474555
3C_A_3,0.002009913,0.113832632,0.609642474,0.01332845,0.166064828,0.00064726,0,0,0.021035957,0.000664293,0.014503739,0.033172086,0,0.005842375,0.000536545
3C_A_4,0.001612004,0.098526168,0.439034737,0.165272829,0.156752236,0.000836303,0.031694665,0,0.018010811,0.000521174,0.012992994,0.016992704,0,0.005672315,0.020968172
3C_A_5,0.001862958,0.064884522,0.432104121,0.17459487,0.133750159,0.004210795,0.043460508,0,0.012670665,0.000535919,0.011879546,0.033967079,0,0.006316192,0.022648973
3C_A_6,0.002723043,0.06186693,0.310711133,0.253961129,0.160105929,0.004458608,0.038526565,0,0.011355985,0.000643356,0.006747759,0.020213355,0,0.005206697,0.026781573
3C_B_1,0.004737295,0.197028424,0.601851852,0.051483831,0.090576306,0.001389868,0.00324955,0,0.00912223,0.001096234,0.008084723,0.011373424,0,0.000274058,0
3C_B_2,0.005327651,0.162766922,0.59999424,0.025990295,0.126783683,0.002059065,0.010640902,0,0.010324123,0.001411107,0.010986479,0.017178073,0,0.000878342,0
3C_B_3,0.014055341,0.166625903,0.514308076,0.018751325,0.191206444,0.000790817,0.021164539,0,0.013386815,0.000823428,0.010712713,0.026838853,0,0.00050547,0
3C_B_4,0.004740981,0.126422294,0.297617946,0.238945421,0.169125809,0.001965772,0.041200278,0,0.020166512,0.000948196,0.013725717,0.024259944,0,0.003931545,0.019067993
3C_B_5,0.00307068,0.096031877,0.395770503,0.177441465,0.158341101,0.001974009,0.036281552,0,0.013397671,0,0.01102155,0.022445212,0,0.00290618,0.018424083
3C_B_6,0.002074206,0.111266324,0.237919868,0.29832582,0.168497471,0.006730586,0.040023705,0,0.015535378,0.000465638,0.006921074,0.018350371,0,0.003407624,0.022625775
3C_C_1,0.006307037,0.17550079,0.655405117,0.037073421,0.057745697,0.000925412,0.003473854,0,0.012186962,0.001309814,0.009923262,0.013582198,0,0.00044135,0.000142371
3C_C_2,0.010148939,0.123530015,0.68905877,0.021982045,0.077383829,0.001962421,0.009050569,0,0.012711802,0.001347334,0.010397903,0.018584421,0,0.001025145,0.000248964
3C_C_3,0.002777141,0.086193279,0.716247548,0.005223063,0.127965044,0.000101913,0.015095926,0,0.012407959,0.000433132,0.009363296,0.01208948,0,0.000433132,0
3C_C_4,0.004865636,0.077647886,0.554544099,0.112825263,0.113219199,0.000393936,0.035177377,0,0.016066181,0.000436523,0.014809846,0.023646778,0,0.004322644,0.012084238
3C_C_5,0.003698728,0.057736644,0.516179861,0.135260653,0.11950374,0.000663449,0.042560249,0,0.013534358,0,0.008890216,0.030352789,0,0.003267486,0.016038878
3C_C_6,0.004579212,0.070386652,0.311985879,0.219136111,0.099543744,0.005095414,0.080960469,0,0.01605222,0.000582809,0.010057615,0.043061245,0,0.008592267,0.035168348
3C_D_1,0.003300732,0.107052269,0.659149563,0.054362394,0.109743806,0.000808569,4.43E-05,0,0.01257158,0.001384535,0.009813586,0.01719039,0,0.002757994,0.000974713
3C_D_2,0.003385442,0.128550878,0.635264218,0.028023401,0.114903616,0.002109907,5.75E-05,0,0.020494869,0.001505706,0.01084684,0.024935264,0,0.005217225,0.001342668
3C_D_3,0.004338049,0.070363958,0.680257895,0.007044356,0.163452928,0.000358188,0.015222972,0,0.024456251,0.000517382,0.008178616,0.011501801,0,0.001970032,0.000358188
3C_D_4,0.004553982,0.082244009,0.467017671,0.174942508,0.134486202,0.000847252,0.036734447,0,0.019048051,0,0.009682885,0.020591261,0,0.006309005,0.015961632
3C_D_5,0.004472054,0.055534776,0.454393183,0.174816646,0.09627112,0.001609939,0.044557917,0,0.015237507,0.000471598,0.010033662,0.031727188,0,0.005724229,0.029174052
3C_D_6,0.002263541,0.046240905,0.337978981,0.270541633,0.141907842,0.004898949,0.036103476,0,0.014502829,0,0.007113985,0.01956346,0,0.006790622,0.029927243
3C_E_2,0.009684864,0.241819381,0.535071572,0.043121686,0.091724593,0.000879193,0,0,0.017501442,0.001456164,0.011099816,0.018916394,0,0.000796769,0.000384647
3C_E_3,0.005755487,0.120021926,0.638669281,0.008643771,0.167351844,0.000674636,0.004595956,0,0.026331879,0,0.006915017,0.008074547,0,0.001264942,0
3C_E_4,0.003514757,0.12234455,0.577738151,0.08820489,0.099266036,0.001679847,0.017728847,0,0.017703003,0,0.009536362,0.018245723,0,0.00258438,0.007158733
3C_E_5,0.002612295,0.108577706,0.486864844,0.110814902,0.153562769,0.000843972,0.027837689,0,0.020255335,0.000442081,0.012070143,0.014709231,0,0.002250593,0.013128458
3G_A_1,0.635922018,0.000128684,0.00070776,0.349134603,0.000209111,6.43E-05,0,0,0,0.000868614,0,0,0,0.00416613,0
3G_A_2,0.802107746,0.000191613,0.000663277,0.177522293,0.00028005,0.000162134,0,0,4.42E-05,0.003080551,0.000191613,0,0,0.0062348,0
3G_A_3,0.667394075,0,0.000621217,0.308282893,0,0.000302644,0,0,0,0.001847722,0,0,0,0.009413826,0
3G_A_4,0.790253385,0.000181947,0.000632027,0.18492521,0.000153219,0.000239404,0.00119702,0,0,0.004261391,0,0,0,0.007718384,0
3G_A_5,0.810904152,0,0.001254689,0.173289355,0,0.000142284,6.47E-05,0,0,0.002134265,0,0,0,0.005562023,0
3G_A_6,0.71597375,0.000682801,0.001460435,0.25917988,0,0.0001138,0.0001138,0,0,0.002313937,0.000189667,5.69E-05,0,0.00711251,0
3G_A_7,0.788456113,0,0,0.180776027,0,0,0.010602438,0,0,0.002108608,0,0,0,0.008285939,0
3G_B_1,0.67681265,0,0.000998648,0.307323416,0.000104026,0.000135234,0,0,0,0.001695621,0,0,0,0.00427546,0
3G_B_3,0.661757226,0.000132688,0.000873527,0.316305093,8.85E-05,0.000199031,0,0,0,0.002919127,0,0,0,0.007518963,0
3G_B_4,0.800659539,0.000254976,0.001954818,0.169117272,0.00032297,0.000237978,0.000152986,0,0,0.005949447,0,0,0,0.008074249,0
3G_B_5,0.828745595,0.000457186,0.00234308,0.143175541,0,0,0.006343461,0,0,0.004838556,0,0,0,0.00640061,0
3G_B_6,0.707254985,0,0.027153161,0.21637675,0,0.005091218,0,0,0,0,0,0,0,0.00466695,0
3G_C_2,0.755695067,0.000343797,0.002077728,0.223363229,0.000762332,0.000179372,0.002720478,0,2.99E-05,0.003976084,0.000164425,0,0,0.003617339,0
3G_C_3,0.667877175,0.000323601,0.00075507,0.311088739,0.000479409,0.000143823,0.001078671,0,0,0.003367851,0,2.40E-05,0,0.006771657,0
3G_C_4,0.738426359,0.000124727,0.000893878,0.215029623,0.000727575,0.000249454,0.018688286,0,0,0.005384056,0,0,0,0.005155389,0
3G_C_5,0.803198017,0.000228602,0.000962533,0.172473951,0.000372982,0.000240633,0.006870082,0,0,0.003705754,0,0,0,0.003513247,8.42E-05
3G_C_6,0.716030744,0.000422729,0.000334889,0.257474609,0.000269009,0.0001098,0.001032116,0,0,0.003431238,7.69E-05,0,0,0.007834203,0
3G_D_1,0.602380952,0.000208551,0.001581509,0.378919013,8.69E-05,8.69E-05,0,0,0,0.003927702,0,0,0,0.002763295,0
3G_D_2,0.714342235,0.000256007,0.001314947,0.262675278,0.000116367,0.000162914,0,0,0,0.004631407,0,0,0,0.005248153,0
3G_D_3,0.631860323,7.65E-05,0.000688765,0.34867932,4.37E-05,6.56E-05,7.65E-05,0,0,0.003771811,0,0,0,0.006483142,0
3G_D_4,0.794080734,0.000307361,0.001203832,0.162555709,0,0.000217714,0.010949746,0,0,0.006710722,0,0,0,0.008247528,0
3G_D_5,0.803117709,0,0.001499885,0.171204779,0.000166654,0.000192293,0.007153296,0,0,0.003204882,0,0,0,0.004371459,0
3G_D_6,0.733530607,0.00053802,0.001270325,0.242378049,0.000134505,0.00014945,0,0,0,0.002974055,0,0,0,0.005260641,0
3G_E_1,0.595492103,0.000679845,0.003922184,0.382857442,0,0.000418366,0,0,0,0.003242339,0,0,0,0.004706621,0
3G_E_2,0.68143359,0.000394986,0.001860591,0.292081575,0.000187099,0.00081076,0.000280648,0,0.000103944,0.004116167,0,7.28E-05,0,0.006870673,0
3G_E_3,0.592436166,0.000132361,0.000705926,0.384031638,0,6.42E-05,0.000112306,0,0,0.003854515,0.000132361,0,0,0.007356067,0
3G_E_4,0.81028104,0.000295973,0.00153368,0.135313665,0,0.00028252,0.020206912,0,0.000107627,0.007170629,0,4.04E-05,0,0.009094456,6.73E-05
3G_E_5,0.810376197,0.000330803,0.000514583,0.148696084,0,0,0.014555345,0,0,0.005807436,0,0,0,0.007553342,0
3G_E_6,0.716317027,0.000175185,0.000905123,0.25070439,0,0.000102191,8.76E-05,0,0,0.002496387,0.000175185,0,0,0.013445452,0
7C_A_3,0.003672725,0.032706021,0.464800815,0.00104552,0.000268082,0.338292853,0.076269369,0,0.018926599,0.000134041,0.012197737,0.023483995,0,0,0.001957
7C_A_4,0.00648006,0.028015299,0.529148091,0.001583473,0.000803917,0.301517698,0.061316963,0,0.018855514,0,0.011279203,0.017077152,0,0,0.001656557
7C_A_5,0.00617248,0.030775054,0.457899028,0.001310196,0.000174693,0.380946835,0.061812147,0,0.015780586,0,0.009811914,0.01479066,0,0,0.001077272
7C_A_6,0.002140917,0.026617671,0.457804761,0.000543218,0,0.394120467,0.046365234,0,0.021920435,0,0.010289184,0.014379294,0,0,0.001725515
7C_A_7,0.002287385,0.035033107,0.368595752,0.000601943,0.000189182,0.476721988,0.04478459,0,0.019726546,0,0.008134835,0.017163987,0,0,0.00159945
7C_B_2,0.005229481,0.017537892,0.411130716,0.002083289,0.000382645,0.475903999,0.022320954,0,0.026806403,0,0.005739674,0.020981697,0,0,0.001190451
7C_B_3,0.002654847,0.014579162,0.402209373,0.000854951,0.000607465,0.479087452,0.035862938,0,0.029405809,0,0.00573717,0.014174185,0,0,0.001192431
7C_B_4,0.004478636,0.013688735,0.39346986,0.001553075,0.000433416,0.474663199,0.039910427,0,0.02589663,0,0.005923358,0.023223896,0,0,0.001697548
7C_B_5,0.00338178,0.008872423,0.333884298,0.000664957,0.000322979,0.549102308,0.026218296,0,0.025135366,0,0.003438776,0.034216776,0,0,0.001956873
7C_B_6,0.001941912,0.009392942,0.355918609,0.000485478,0.000886525,0.54945542,0.024759372,0,0.021973151,0,0.0038205,0.017857143,0,0,0.001540865
7C_B_7,0.001706573,0.016341728,0.224776336,0,0.000258572,0.592620365,0.039328748,0,0.037777318,0,0.007033149,0.044655324,0,0,0.002249573
7C_C_2,0.004928994,0.035411995,0.33402016,0.000848433,0.001757469,0.449043492,0.064905157,0,0.022483486,0,0.011211442,0.049027332,0,4.04E-05,0.004585581
7C_C_3,0.004289884,0.071943458,0.292028552,0.001090052,0.001793312,0.465839165,0.061078097,0,0.021132951,0,0.008861071,0.043953726,0,0,0.005028306
7C_C_4,0.004582385,0.016080515,0.438418937,0.000927722,0.000365466,0.46768435,0.025948104,0,0.010317393,0,0.00463861,0.016895786,0,0,0.002473925
7C_C_5,0.00594517,0.041728362,0.358549827,0.001323642,0.000807646,0.491542155,0.032575044,0,0.016870822,0,0.006438731,0.026652309,0,0,0.003746579
7C_C_6,0.003034934,0.016200873,0.524912664,0.000480349,0.000786026,0.388995633,0.026069869,0,0.013624454,0,0.004650655,0.010545852,0,0,0.001572052
7C_C_7,0.004442626,0.078505875,0.257423862,0.02645116,0.001271409,0.425805226,0.029067049,0,0.015198457,0,0.006561641,0.021964693,0,0,0.011793418
7C_D_2,0.005563059,0.040383691,0.31871981,0.001533848,0.000503651,0.477370024,0.031157712,0,0.022252238,0,0.007875278,0.056912616,0,0,0.005517273
7C_D_3,0.008466589,0.026405077,0.316656718,0.002419025,0.000345575,0.535782728,0.030819013,0,0.012959065,0,0.006283183,0.032169897,0,0.000109956,0.004429644
7C_D_4,0.004539664,0.033954835,0.446253619,0.00104227,0.001065431,0.419432542,0.039536769,0,0.013943254,0,0.006740012,0.019224088,0,6.95E-05,0.003173133
7C_D_5,0.006063094,0.022989232,0.276849717,0.00091578,0,0.567215082,0.034389112,0,0.015315628,0,0.005052578,0.045946885,0,0,0.004768371
7C_D_6,0.006178203,0.013032146,0.431856357,0.000521286,0.000115841,0.461704798,0.022782122,0,0.013456897,0,0.004498504,0.025311323,0,0,0.003687615
7C_D_7,0.012886425,0.025991263,0.18452621,0.00109207,0,0.561928763,0.032442876,0,0.016851478,0,0.006905242,0.066263441,0,0,0.007006048
7C_E_2,0.005205106,0.016606767,0.424340067,0.00167307,0.000433759,0.38672698,0.042136572,0,0.028813979,0,0.011215764,0.042694262,0,0,0.005452968
7C_E_3,0.004823645,0.008602679,0.443468109,0.001413297,0.000645201,0.432684036,0.046116505,0,0.016252919,0,0.006605629,0.017512597,0,0,0.003195281
7C_E_5,0.004021919,0.00661103,0.422050173,0.001181439,0.000226233,0.484565884,0.03222563,0,0.014805691,0,0.004650344,0.013875622,0,0,0.002061234
7C_E_6,0.002066447,0.004901804,0.459824432,0.000416493,0.000272322,0.471886714,0.022907122,0,0.011982187,0,0.003363983,0.009018678,0,0,0.00201839
7C_E_7,0.001431829,0.007172403,0.274354351,0.000291669,0.000278411,0.597059447,0.029789998,0,0.016028531,0,0.005753831,0.029697195,0,0,0.0031951
7G_A_3,0.809029931,0.000450933,0.001719182,0.181838679,0,0.000704583,0.00025365,0,0,0,0,0,0,0.001437349,0
7G_A_4,0.697377848,0.000687778,0.00286574,0.286201462,0.000372546,0.000974352,0,0,0,0,0,0,0,0.002321249,0
7G_A_5,0.816380007,0.000306637,0.001115045,0.173528838,0,0.00050177,0,0,0,0,0,0,0,0.00143562,0
7G_A_6,0.734657172,0,0.000935986,0.248531787,0,0.000330348,0,0,0,0,0,0,0,0.002349141,0
7G_A_7,0.690413931,0,0.000417269,0.290948036,0,0.000222544,0,0,0,0,0,0,0,0.006203405,0
7G_B_3,0.778560733,0.000748701,0.003787545,0.211574033,0,0.001585484,0,0,0,0,0,0,0,0.001981855,0
7G_B_4,0.762932677,0.000623679,0.004123211,0.222861301,0.000415786,0.000658328,0.000242542,0,0,0,0,0,0,0.001455251,0
7G_B_5,0.775145518,0.000291036,0.002289484,0.211078774,0.000135817,0.000310438,0,0,5.82E-05,0,0,0,0,0.001979045,0
7G_B_6,0.742954227,0,0.001284943,0.244196339,0,0,0,0,0,0,0,0,0,0.00345507,0
7G_B_7,0.729131618,0,0.000259872,0.259324607,0,0,0,0,0,0,0,0,0,0.00408956,0
7G_C_3,0.787291169,0.000367175,0.001744079,0.201693593,0,0.000711401,0,0,0,0,0,0,0,0.001675234,0
7G_C_4,0.760912698,0.000476954,0.001488095,0.227316087,7.63E-05,0.000438797,5.72E-05,0,0,0,0,0,0,0.001087454,0
7G_C_5,0.711346969,0.000351444,0.002296104,0.271197957,0.000187437,0.000679459,0.000117148,0,0,0,0,0,0,0.002272674,0
7G_C_6,0.756073806,0.000121747,0.000771062,0.232901358,0,0.00031113,0,0,0,0,0,0,0,0.002259077,0
7G_C_7,0.705706364,0,0.000283706,0.283138823,0,0,0,0,0,0,0,0,0,0.002914437,0
7G_D_3,0.779549989,0.00024039,0.001466381,0.20746893,4.81E-05,0.000444722,0.001646674,0,0,0,0,0,0,0.002776509,0
7G_D_4,0.723791253,0.000582821,0.00344836,0.254595789,0.00016999,0.000825664,0,0,0,0,0,0,0,0.004225455,0
7G_D_5,0.84256742,0,0.002374926,0.147557889,0.000468735,0.00062498,0,0,0,0,0,0,0,0.002999906,0
7G_D_6,0.832215638,0,0.00066876,0.157232821,0,0.000204343,0,0,0,0,0,0,0,0.004774201,0
7G_D_7,0.67463541,0.000181022,0.000724088,0.306413839,0,0.000305475,0,0,0,0,0,0,0,0.009548916,0
7G_E_3,0.8315316,0,0.000718174,0.160568491,0,0.000415785,0,0,0,0,0,0,0,0.002759298,0
7G_E_4,0.761637154,0.000339307,0.001844979,0.226762804,0.000169653,0.000657406,0,0,0,0,0,0,0,0.002481179,0
7G_E_5,0.783374661,0.000401464,0.00153501,0.206683198,7.08E-05,0.000661235,0,0,0,0,0,0,0,0.002030936,0
7G_E_6,0.691724995,0.000184196,0.000874931,0.291812488,0,0,0,0,0,0,0,0,0,0.004489777,0
7G_E_7,0.714139631,0.00014008,0.00054631,0.275242338,0,0.000280159,0,0,0,0,0,0,0,0.004398498,0
