,Pseudomonas.1,Asticcacaulis,Cellvibrio,Pseudomonas.2,Cohnella,Lacunisphaera,Taibaiella,Achromobacter,Leadbetterella,Bordetella,Shinella,Stenotrophomonas,Xylophilus,Methylophilus,Pleomorphomonas,Nubsella,Devosia,Bosea,Parapedobacter,Youhaiella,Dysgonomonas,Rhodopseudomonas,Azonexus,Pigmentiphaga,Pseudaminobacter,Kaistia,Neorhizobium,Dokdonella,Sphingopyxis,Afipia,Cellulomonas,Herbaspirillum,Mesorhizobium,Phenylobacterium,Microbacterium,Kurthia,Flavobacterium,Candidatus Megaira,Pusillimonas,Saccharofermentans,Nocardioides,Megasphaera,Sporosarcina,Terrisporobacter,Anaerovorax,Terrimonas,Ellin6055,Fibrobacter,Christensenellaceae R-7 group,NK4A214 group,Chishuiella,Acinetobacter,Lachnospiraceae XPB1014 group,Lachnospiraceae UCG-008,Succiniclasticum,Rikenellaceae RC9 gut group,Enterococcus,Succinivibrionaceae UCG-001,Latilactobacillus,Rhodococcus,Martelella,Pseudomonas,Rummeliibacillus,Kosakonia,Succinivibrionaceae UCG-002,Prevotella,Eoetvoesia,Solibacillus,Klebsiella,Peptoclostridium,Weissella,Bacillus,Sphingobacterium,Prevotella_7,Pseudobutyrivibrio,Orrella,Oligotropha,Aerococcus,Alcaligenes,Lactococcus,Caryophanon,Sphingomonas,Staphylococcus,Brachybacterium,probable genus 10,Butyrivibrio,Prevotellaceae YAB2003 group,Oceanobacillus,Lachnospiraceae UCG-006,Providencia,Moheibacter,Prevotella_9,Thermomonas,Ruminobacter,Nocardiopsis,Lachnospiraceae NK3A20 group,Prevotellaceae UCG-003,Methanobrevibacter,[Eubacterium] ruminantium group,CPla-4 termite group,SP3-e08,Trabulsiella,Flexilinea,Brevundimonas,Luteimonas,Prevotellaceae UCG-001,Streptomyces,Sharpea,[Eubacterium] ventriosum group,Faecalibacterium,Plot4-2H12,Lysobacter,Clostridium sensu stricto 1,Raoultibacter,UCG-004,Candidatus Methanomethylophilus,Porphyromonas,Cloacibacterium,Desulfovibrio,Acetitomaculum,Anaeroplasma,Oscillibacter,Treponema,Lachnospiraceae AC2044 group,Lachnospiraceae ND3007 group,UCG-001,Lachnospiraceae UCG-009,Mogibacterium,UCG-002,Oribacterium,Succinimonas,Allobaculum,Advenella,Coprococcus,Paenibacillus,Prevotellaceae NK3B31 group,[Eubacterium] xylanophilum group,Pajaroellobacter,Vulgatibacter,Enterorhabdus,Sutterella,Syntrophococcus,Blautia,Lachnospiraceae UCG-001,Erysipelotrichaceae UCG-009,UCG-005,Prevotellaceae Ga6A1 group,Acholeplasma,Papillibacter,Ruminococcus,Psychrobacter,Candidatus Udaeobacter,Synergistes,Atlantibacter,Acidothermus,Elusimicrobium,Mailhella,[Anaerorhabdus] furcosa group,Tyzzerella,Shuttleworthia,[Ruminococcus] gauvreauii group,Termite Treponema cluster,Endomicrobium,Candidatus Saccharimonas,Lachnospira,Prevotellaceae UCG-004
1C_D_6,0.004753915,0.571728188,0.321728188,0.029362416,0.003914989,0,0,0.021252796,0.009368009,0.005592841,0.006431767,0.001817673,0.003215884,0.0026566,0,0,0.002097315,0,0,0,0,0.001817673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C_E_1,0.036275478,0.773637425,0.033222591,0.059082338,0.018856065,0,0,0.030708449,0.001346862,0.003950795,0.006913891,0.004309958,0.002693724,0.017598994,0,0,0.000987699,0,0,0,0,0,0,0.001077489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C_E_2,0.017375519,0.830523859,0.028786307,0.040067427,0.009595436,0.00064834,0,0.025803942,0.005835062,0.003890041,0.007002075,0.004797718,0.002852697,0.01063278,0,0,0.001685685,0,0,0,0,0,0,0.001945021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C_E_3,0.05517303,0.717159975,0.016274703,0.068675668,0.010998838,0.000447107,0,0.05821336,0.005991237,0.009120987,0.005633551,0.003398015,0.003934544,0.012787266,0,0,0,0,0,0,0,0.001341322,0,0.00187785,0.000357686,0.000268264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C_E_4,0.061919181,0.679857993,0.024329122,0.054087919,0.013783022,0.00031325,0,0.068810692,0.004489924,0.017437611,0.011381435,0.004907591,0.00198392,0.013156521,0,0,0,0,0,0.001775086,0,0.003863423,0,0.002192753,0.000626501,0.001357419,0.003550172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C_E_5,0.023819387,0.688483844,0.077775476,0.068661972,0.012841756,0.000621375,0,0.047742336,0.008492129,0.010874068,0.006938691,0.003624689,0.001449876,0.008906379,0,0,0.001657001,0,0,0,0,0.005592378,0,0.003417564,0.000621375,0.000932063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1C_E_6,0.011533493,0.643476656,0.228178631,0.030356154,0.004705665,0,0,0.024543274,0.010426278,0.007381436,0.005443809,0.002214431,0.003782986,0.004428861,0,0,0.001107215,0,0,0,0,0.00267577,0,0.001107215,0,0.001107215,0.003875254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_A_2,0.497238192,0.001239995,0,0.344267839,0.142712208,0,0.000450907,0,0,0.011272686,0,0.00180363,0,0,0,0,0,0,0,0,0.000450907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338181,0,0,0,0,0,0,0.000225454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_A_4,0.392592593,0.001058201,0,0.455026455,0.142269253,0,0,0,0,0.005761317,0,0.001881246,0,0,0,0.001175779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_A_5,0.3735363,0.006245121,0,0.463700234,0.12607338,0,0,0,0,0.014832162,0,0.00117096,0,0,0,0.014441842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_A_6,0.693909298,0.001794902,0.00023932,0.056359938,0.163216465,0.000478641,0.032906545,0,0,0.02165849,0,0.00717961,0.001555582,0.000478641,0.000717961,0.006102668,0,0,0,0,0.005025727,0,0,0,0.001316262,0,0,0,0,0,0,0,0,0,0.001076941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_B_2,0.186336634,0.004158416,0,0.364158416,0.404950495,0,0.021980198,0,0,0.007326733,0,0.006534653,0,0,0,0.002178218,0,0,0,0,0.000792079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_B_4,0.198992806,0.00028777,0,0.408201439,0.374244604,0,0.003309353,0,0,0.004460432,0,0.004604317,0,0,0,0.004892086,0,0,0,0,0.001007194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_B_5,0.259877456,0.003169237,0,0.310585252,0.343756603,0,0.037608282,0.006127192,0,0.013522079,0,0.013733362,0,0,0,0.007183604,0,0.002112825,0,0,0.001478977,0,0,0,0.00084513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_B_6,0.56664717,0.002014688,0,0.09709495,0.25697017,0,0.032624943,0,0,0.019496978,0,0.006174043,0.001234809,0,0.000454929,0.005069214,0,0,0,0.00038994,0.002794567,0,0,0.00019497,0.001819718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_B_7,0.433438628,0.000789711,0,0.223375451,0.269404332,0,0.028655235,0,0,0.018953069,0,0.003271661,0.001692238,0,0.001015343,0.006204874,0,0.000451264,0,0,0.003384477,0,0,0,0.002030686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_C_4,0.178429818,0.00090631,0,0.415996375,0.358332389,0.000226578,0.022317888,0,0,0.005097995,0,0.006910615,0,0,0,0.009516257,0,0,0,0,0.000679733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_C_5,0.235520528,0,0.001466276,0.308651026,0.374266862,0,0.032991202,0.009347507,0,0.012096774,0,0.007881232,0,0.000916422,0,0.012096774,0,0,0,0,0.001282991,0,0,0,0.001466276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_C_7,0.269607251,0.001087613,0.001208459,0.309003021,0.349969789,0,0.029003021,0.00652568,0,0.010151057,0,0.007492447,0,0,0,0.009909366,0,0.000845921,0,0,0.000966767,0,0,0,0.00060423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_D_1,0.349200685,0.000785041,0,0.223879532,0.403225806,0,0.00520982,0,0,0.005352555,0,0.005923494,0.000713674,0,0,0.001141878,0,0,0,0,0.001070511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_D_2,0.43701585,0.000595877,0,0.213681325,0.306518889,0,0.026337743,0,0,0.004171136,0,0.005362889,0,0,0,0.003098558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000238351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_D_4,0.331585608,0.00216959,0.000723197,0.361598264,0.257638763,0,0.013921533,0,0,0.009763153,0,0.014463931,0.00198879,0,0,0.003435184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_D_6,0.494101695,0.005288136,0.001627119,0.190372881,0.214372881,0,0.045966102,0.004610169,0,0.013152542,0,0.006779661,0.002169492,0,0,0.010576271,0,0.001084746,0,0,0.002983051,0,0,0,0.001491525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_D_7,0.428550808,0.001299076,0,0.24119515,0.23080254,0,0.042580831,0.005773672,0,0.017898383,0,0.013423788,0.001876443,0,0,0.008083141,0,0,0,0,0.001010393,0,0,0,0.002598152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_E_1,0.360523763,0.000678952,0,0.263627546,0.352667313,0,0.006013579,0,0,0.006886518,0,0.006401552,0,0.000484966,0,0.000969932,0,0,0,0,0.000484966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_E_2,0.494126285,0.002202643,0,0.193979442,0.251835536,0,0.033333333,0,0,0.010279001,0,0.007342144,0,0,0,0.004111601,0,0,0,0,0.000587372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_E_4,0.353753541,0.002832861,0.002832861,0.364022663,0.243626062,0,0.010269122,0,0,0.006728045,0,0.007082153,0,0,0,0.002832861,0,0,0,0,0.002478754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_E_5,0.476643683,0.002330776,0.001456735,0.221715063,0.228901622,0,0.036029912,0.004370205,0,0.009711566,0,0.008351947,0,0,0,0.00582694,0,0.000291347,0,0,0.001068272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1G_E_6,0.650880301,0.002096815,0.000433824,0.112758035,0.127652652,0,0.044683851,0.004482846,0.000108456,0.022920357,0,0.007194245,0.002639095,0.000469976,0.001518383,0.005242038,0,0.000469976,0,0,0.004880518,0,0,0,0.001012256,0.00018076,0,0,0,0,0,0,0,0,0.000325368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C_A_2,0.01136467,0.193472134,0.073279389,0.093372125,0.454314029,0,0.007364306,0.012637513,0.005545959,0.028820802,0.018365306,0.012910265,0.013092099,0.014364942,0,0,0,0,0,0.00654605,0,0.00136376,0,0.001000091,0.008000727,0.015910537,0,0,0.000454587,0.006727884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C_B_2,0.011786276,0.522132006,0.321634364,0.041251964,0.005107386,0,0,0.039942378,0.010738607,0.011262441,0.008905186,0.002488214,0.001309586,0.009952855,0,0,0,0,0,0.002357255,0,0.001833421,0,0.000392876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2C_B_3,0.008664741,0.387691624,0.527882693,0.0155521,0.004221284,0,0,0.013552544,0.015329927,0,0.011108643,0.000666519,0,0.003776938,0,0,0,0,0,0.002888247,0,0,0,0,0,0,0,0,0.000444346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
