"","Pseudomonas.1","Asticcacaulis","Cellvibrio","Pseudomonas.2","Cohnella","Lacunisphaera","Taibaiella","Achromobacter","Leadbetterella","Bordetella","Shinella","Stenotrophomonas","Xylophilus","Methylophilus","Pleomorphomonas","Nubsella","Devosia","Bosea","Parapedobacter","Youhaiella","Dysgonomonas","Rhodopseudomonas","Azonexus","Pigmentiphaga","Pseudaminobacter","Kaistia","Neorhizobium","Dokdonella","Sphingopyxis","Afipia","Cellulomonas","Herbaspirillum","Mesorhizobium","Phenylobacterium","Microbacterium","Kurthia","Flavobacterium","Candidatus Megaira","Pusillimonas","Saccharofermentans","Nocardioides","Megasphaera","Sporosarcina","Terrisporobacter","Anaerovorax","Terrimonas","Ellin6055","Fibrobacter","Christensenellaceae R-7 group","NK4A214 group","Chishuiella","Acinetobacter","Lachnospiraceae XPB1014 group","Lachnospiraceae UCG-008","Succiniclasticum","Rikenellaceae RC9 gut group","Enterococcus","Succinivibrionaceae UCG-001","Latilactobacillus","Rhodococcus"
"5C_E_2",0.00412704109097434,0.0400143549255338,0.699623183204737,0.00233267539924637,0.0130988695496142,0.171541360129194,0.0152521083796878,0,0.0208146420240445,0.000538309707518392,0.00592140678270232,0,0.0174053472097613,0.00125605598420958,0.000897182845863987,0,0.00161492912255518,0,0,0,0,0,0,0,0,0.00071774627669119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5C_E_3",0.00471342383107089,0.0239441930618401,0.607277526395173,0.00226244343891403,0.0179110105580694,0.273755656108597,0.0213046757164404,0,0.0245098039215686,0,0.00697586726998492,0,0.0128205128205128,0.000942684766214178,0,0,0,0.000565610859728507,0,0.000942684766214178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5C_E_4",0.00365986606447594,0.0122255100451643,0.743731505995951,0,0.0133935524061673,0.174427659243109,0.0258526709235322,0,0.0117582931007631,0,0.00436069148107771,0,0.00669677620308363,0.000545086435134714,0,0,0,0,0,0.0010123033795359,0.000155738981467061,0.000233608472200592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5C_E_5",0.0217911241031092,0.0344140313579591,0.393967579059261,0.00624501727345203,0.0217911241031092,0.397023651342014,0.035078394897688,0,0.0308264682434228,0,0.0123571618389583,0,0.0259101780494286,0.00186021791124103,0.0077066170608557,0,0,0.000398618123837364,0,0.00252458145096997,0,0,0,0,0,0.00119585437151209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5C_E_6",0.00320354854608181,0.0221784130113356,0.745687530803351,0,0.0113356333169049,0.125924100542139,0.0736816165598817,0,0.0098570724494825,0,0.00147856086742238,0,0.00271069492360769,0,0,0,0,0,0,0.000739280433711188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5C_E_7",0.0359450726978998,0.0339256865912763,0.262924071082391,0,0.0218093699515347,0.423263327948304,0.0440226171243942,0,0.0476575121163166,0,0.0189822294022617,0,0.0512924071082391,0,0.0105008077544426,0,0,0.0024232633279483,0,0.00323101777059774,0.00121163166397415,0,0.034329563812601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_1",0.292067081213492,0,0,0.702280007537215,0,0,0,0.000565291124929339,0,0,0,0.00131901262483512,0,0,0,0,0,0.00320331637459959,0,0,0,0,0,0,0.000565291124929339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_2",0.452959363957597,0.00198763250883392,0.00088339222614841,0.532243816254417,0,0,0,0,0,0,0,0.00088339222614841,0,0,0,0,0,0.00750883392226148,0,0,0,0,0,0,0.00353356890459364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_3",0.712313190383366,0,0,0.283625730994152,0,0,0,0,0,0,0,0.000812215724496426,0,0,0,0,0,0.00227420402858999,0,0,0,0,0,0,0.000974658869395711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_4",0.684200708822981,0,0,0.302368961014736,0,0,0,0,0,0,0,0.0029845178138407,0,0,0,0,0,0.00932661816825219,0,0,0,0,0,0,0.00111919418019026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_5",0.684159779614325,0,0,0.308953168044077,0,0,0,0,0,0,0,0.00234159779614325,0,0,0,0,0,0.00316804407713499,0,0,0,0,0,0,0.00137741046831956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_6",0.666428145497913,0,0,0.317233154442457,0,0,0,0.000715563506261181,0,0,0,0.00417412045319022,0,0,0,0,0,0.0101371496720334,0,0,0,0,0,0,0.0013118664281455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_A_7",0.71661101836394,0,0.00292153589315526,0.274207011686144,0,0,0,0,0,0,0,0.00459098497495826,0,0,0,0,0,0,0,0,0,0,0,0,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_1",0.329109405675531,0,0,0.666607174727824,0,0,0,0,0,0,0.000892379082634303,0.00196323398179547,0,0,0,0,0,0.00142780653221488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_2",0.551278671236488,0,0,0.441866596361719,0,0,0,0.00105457421566043,0,0,0,0.00210914843132085,0,0,0,0,0,0.00237279198523596,0,0,0,0,0,0,0.00131821776957553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_3",0.720513687056438,0,0,0.272727272727273,0,0,0,0,0,0,0,0.00118283203785063,0,0,0,0,0,0.0042244001351808,0,0,0,0,0,0,0.00135180804325786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_4",0.686944219886823,0,0,0.307396928051738,0,0,0,0,0,0,0,0.00181891673403395,0,0,0,0,0,0.00383993532740501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_5",0.681217630271642,0,0.000951273649719903,0.308424056653631,0,0,0,0,0,0,0,0.00243103266039531,0,0,0,0,0,0.00581333897051052,0,0,0,0,0,0,0.0011626677941021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_6",0.724169460530326,0,0,0.265315452605913,0,0,0,0.00365742151782993,0,0,0,0.00213349588540079,0,0,0,0,0,0.00472416946053033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_B_7",0.674247808576167,0,0,0.310116086235489,0,0.000710732054015636,0,0,0,0,0,0.00758114190950012,0,0,0,0,0,0.0045013030087657,0,0,0,0,0,0,0.00189528547737503,0,0,0.000947642738687515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_1",0.34791413527744,0.00182260024301337,0.00303766707168894,0.644187930336169,0,0,0,0,0,0,0,0.00243013365735115,0,0,0,0,0,0,0,0,0,0,0,0,0.000607533414337789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_2",0.532467532467532,0,0,0.462121212121212,0,0,0,0.00173160173160173,0,0,0,0.00108225108225108,0,0,0,0,0,0.0025974025974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_3",0.744021952175617,0,0,0.252058016464132,0,0,0,0.00117600940807526,0,0,0,0,0,0,0,0,0,0.00274402195217562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_4",0.729581041049513,0,0,0.263013118916631,0,0,0,0.00105797714769361,0,0,0,0.0019043588658485,0,0,0,0,0,0.00444350402031316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_5",0.729799216454456,0,0.00159157688540646,0.262977473065622,0,0,0,0,0,0,0,0.00244857982370225,0,0,0,0,0,0.00257100881488737,0,0,0,0,0,0,0.000612144955925563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_6",0.768178048106165,0.000691180536356096,0,0.212883605197678,0,0.000414708321813658,0,0.00165883328725463,0,0,0,0.00442355543267902,0,0,0,0,0,0.01133536079624,0,0,0,0,0,0,0.000414708321813658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_C_7",0.694550063371356,0,0,0.297338403041825,0,0,0,0,0,0,0,0.00532319391634981,0,0,0,0,0,0.00202788339670469,0,0,0,0,0,0,0,0,0,0.000760456273764259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_1",0.3203125,0,0.00147804054054054,0.67504222972973,0,0,0,0,0,0,0,0.00168918918918919,0,0,0,0,0,0.00147804054054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_2",0.455498866213152,0.00340136054421769,0,0.530612244897959,0,0,0,0.00113378684807256,0,0,0,0.00340136054421769,0,0,0,0,0,0.0014172335600907,0,0,0,0,0,0,0.00453514739229025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_3",0.781108208442183,0,0,0.216004399835006,0,0,0,0,0,0,0,0.000824969063660113,0,0,0,0,0,0.00164993812732023,0,0,0,0,0,0,0.000412484531830056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_4",0.732351447435246,0,0,0.262061960385983,0,0,0,0,0,0,0,0.00177755205688167,0,0,0,0,0,0.00253936008125952,0,0,0,0,0,0,0.00126968004062976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_5",0.728481806775408,0,0,0.265495608531995,0,0,0,0,0,0,0,0.00225846925972396,0,0,0,0,0,0.00225846925972396,0,0,0,0,0,0,0.00150564617314931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_6",0.723159193747429,0,0,0.271081859317153,0,0,0,0,0,0,0,0.00287947346770876,0,0,0,0,0,0,0,0,0,0,0,0,0.00287947346770876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_D_7",0.708677685950413,0,0.00137741046831956,0.279614325068871,0,0,0,0,0,0,0,0.00849403122130395,0,0,0,0,0,0,0,0,0,0,0,0,0.00183654729109275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_1",0.245287203371036,0,0,0.745398092703482,0,0,0,0.000443557329784875,0.000443557329784875,0,0,0.00399201596806387,0,0,0,0,0,0.00399201596806387,0,0,0,0,0,0,0.000443557329784875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_2",0.568215705765408,0,0,0.425074552683897,0,0.000497017892644135,0,0,0,0,0,0.00335487077534791,0,0,0,0,0,0.00211232604373757,0,0,0,0,0,0,0.000745526838966203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_3",0.72806189847141,0,0,0.264955652009813,0,0,0,0.00113228911115305,0,0,0,0.0022645782223061,0,0,0,0,0,0.00358558218531798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_4",0.697413206262764,0,0,0.294417971409122,0,0,0,0,0,0,0,0.00221238938053097,0,0,0,0,0,0.00527569775357386,0,0,0,0,0,0,0.00068073519400953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_5",0.707563410995065,0,0,0.282681051302651,0,0,0,0.000918168254332606,0,0,0,0.00344313095374727,0,0,0,0,0,0.00493515436703776,0,0,0,0,0,0,0.000459084127166303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_6",0.760393873085339,0,0.00109409190371991,0.230488694383662,0,0,0,0,0,0,0,0.00218818380743982,0,0,0,0,0,0.0025528811086798,0,0,0,0,0,0,0.00328227571115974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5G_E_7",0.670355731225296,0,0.00158102766798419,0.310671936758893,0,0,0,0.00237154150197628,0,0,0,0.0075098814229249,0,0,0,0,0,0.00434782608695652,0,0,0,0,0,0,0.00237154150197628,0,0,0.000790513833992095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7C_A_1",0.00354997269251775,0.0207536865101038,0.577553249590388,0,0,0.273347897323867,0.0669033315128345,0,0.0150191152375751,0,0.00955761878754779,0,0.0166575641725833,0,0.00191152375750956,0,0,0,0,0.00218459858001092,0,0,0.00409612233752048,0,0,0.00163844893500819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7C_A_2",0,0.0309734513274336,0.53716814159292,0,0,0.265486725663717,0.0845132743362832,0,0.0256637168141593,0,0.0123893805309735,0,0.0216814159292035,0,0.00265486725663717,0,0,0,0,0.00575221238938053,0,0,0,0,0,0.00265486725663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132743362831858,0,0,0,0,0,0,0,0,0,0,0,0.000884955752212389,0,0
"7C_B_1",0.00333000333000333,0.0196470196470196,0.418914418914419,0,0,0.436896436896437,0.0352980352980353,0,0.020979020979021,0,0.012987012987013,0,0.0382950382950383,0,0.000999000999000999,0,0,0,0,0.00266400266400266,0,0,0.004995004995005,0,0,0,0,0,0,0,0,0,0.00133200133200133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7C_C_1",0.00501543209876543,0.0327932098765432,0.436728395061728,0,0.00578703703703704,0.309027777777778,0.0802469135802469,0,0.0231481481481481,0,0.0196759259259259,0,0.0609567901234568,0.000771604938271605,0.00964506172839506,0,0,0.00231481481481481,0,0,0.00347222222222222,0,0.00347222222222222,0,0,0,0,0.00192901234567901,0,0,0,0,0.00231481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7C_D_1",0.00319744204636291,0.0379696243005595,0.335731414868106,0,0,0.477218225419664,0.0327737809752198,0,0.0183852917665867,0,0.0143884892086331,0,0.0503597122302158,0,0.00799360511590727,0,0,0,0,0.00559552358113509,0,0,0,0,0,0.00239808153477218,0,0,0,0.00239808153477218,0,0,0.00399680255795364,0.00239808153477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7C_E_1",0,0.015807962529274,0.457259953161593,0,0,0.36943793911007,0.0562060889929742,0,0.0134660421545667,0,0.0140515222482436,0,0.0497658079625293,0,0.00995316159250586,0,0,0.00878220140515222,0,0,0,0,0,0,0,0.00292740046838408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_A_1",0.264428980761359,0,0,0.729840360212853,0,0,0,0,0,0,0,0.00163733115022513,0,0,0,0,0,0.00409332787556283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_A_2",0.741279069767442,0.00218023255813953,0,0.246729651162791,0,0.00109011627906977,0,0.00145348837209302,0,0,0,0.00508720930232558,0,0,0,0,0,0,0,0,0,0,0,0,0.00218023255813953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_B_1",0.170339487790351,0,0,0.820428826682549,0,0,0,0,0,0,0,0.00387135199523526,0,0,0,0,0,0.00357355568790947,0,0,0,0,0,0,0.00178677784395473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_B_2",0.5625,0,0,0.427526595744681,0,0,0,0,0,0,0,0.00332446808510638,0,0,0,0,0,0.00265957446808511,0,0,0,0,0,0,0.00398936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_C_2",0.718337218337218,0,0,0.279331779331779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233100233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_D_2",0.461770623742455,0,0,0.520791415157612,0,0,0,0,0,0,0.00268276324614353,0.0107310529845741,0,0,0,0,0,0.0016767270288397,0,0,0,0,0,0,0.00234741784037559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_E_1",0.52784222737819,0,0,0.466744006187162,0,0,0,0,0,0,0,0.00541376643464811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7G_E_2",0.744582043343653,0,0,0.251160990712074,0,0,0,0,0,0,0,0.00232198142414861,0,0,0,0,0,0.00193498452012384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
